Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
1,12,1,6,1,12,1,3,1,3,6,0,0,0,1,1,0,0.15094339622641512,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,0.37209302325581406,0.4888888888888888,0.7661822985468957,0
1,8,2,5,1,1,1,1,14,22,29,1,0,0,1,1,0,0.037735849056603765,0,0,6,9,5,0.6357615894039735,0,0,6,10,4,0.603076923076923,0,0.15116279069767458,0.4888888888888888,1.0,2
1,8,1,7,1,1,1,1,28,5,6,0,0,0,1,1,0,0.018867924528301883,0,0,5,6,5,0.8582781456953642,0,0,5,8,5,0.8615384615384615,0,0.15116279069767458,0.4888888888888888,1.0,2
1,14,1,17,0,9,1,10,10,10,10,0,0,0,1,1,0,0.20754716981132076,0,7,13,13,7,0.5449385052034059,0,5,11,13,5,0.5707692307692307,0,0.37209302325581406,0.4888888888888888,0.7661822985468957,0
1,1,2,7,1,1,1,13,14,10,10,1,0,0,1,1,0,0.018867924528301883,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,0.2093023255813954,0.0,0.12417437252311753,1
1,1,1,11,1,1,1,1,28,10,10,1,0,0,1,1,1,0.05660377358490565,0,0,6,7,6,0.7190160832544938,0,0,6,8,6,0.7089743589743589,0,0.15116279069767458,0.4888888888888888,1.0,2
1,1,1,8,1,1,1,4,3,4,4,0,0,0,1,1,0,0.018867924528301883,0,0,6,7,6,0.7568590350047304,0,0,6,9,6,0.7999999999999999,0,0.40697674418604646,0.3111111111111111,0.8031704095112285,2
1,8,3,9,1,1,1,1,1,4,4,1,0,0,1,1,0,0.037735849056603765,0,0,5,7,5,0.5403973509933775,0,0,5,6,4,0.5653846153846154,0,0.5581395348837211,0.28888888888888886,0.7727873183619551,2
1,13,1,12,1,1,1,13,14,10,10,0,0,1,1,1,0,0.13207547169811323,0,0,8,16,2,0.543046357615894,1,0,8,16,2,0.5519230769230768,1,0.5930232558139535,1.0,0.3117569352708058,0
1,8,4,6,1,1,1,1,3,6,6,1,0,0,1,1,0,0.07547169811320753,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,0.37209302325581406,0.4888888888888888,0.7661822985468957,0
1,1,1,14,1,1,1,3,27,5,8,0,0,0,1,1,1,0.05660377358490565,0,0,6,7,6,0.7858719646799117,0,0,6,6,6,0.7987179487179487,0,0.5930232558139535,1.0,0.3117569352708058,2
1,15,1,4,1,14,1,13,1,10,9,1,0,0,1,1,0,0.07547169811320753,0,0,6,12,5,0.7218543046357616,0,0,6,6,5,0.6784615384615383,0,0.7325581395348838,0.11111111111111112,0.6406869220607662,2
2,1,1,13,1,1,1,13,14,31,29,0,0,1,1,1,0,0.13207547169811323,0,0,7,7,7,0.6501419110690634,0,0,8,10,7,0.7353846153846153,0,0.37209302325581406,0.4888888888888888,0.7661822985468957,2
1,12,1,17,0,1,1,23,27,10,10,0,0,0,1,1,0,0.18867924528301888,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,0.37209302325581406,0.4888888888888888,0.7661822985468957,0
1,8,6,9,1,1,1,22,28,10,10,1,0,1,0,1,0,0.037735849056603765,0,0,5,8,4,0.6622516556291391,0,0,5,9,5,0.5653846153846154,0,0.15116279069767458,0.4888888888888888,1.0,1
1,12,1,3,0,1,1,3,14,5,8,0,0,0,1,1,0,0.4150943396226415,0,3,9,10,9,0.7005150846210447,0,2,7,8,7,0.7076923076923076,0,0.15116279069767458,0.4888888888888888,1.0,2
1,12,1,1,1,1,1,13,27,10,10,0,0,0,1,1,0,0.15094339622641512,0,0,7,13,2,0.7947019867549668,0,0,7,12,2,0.6192307692307691,0,0.5581395348837211,0.28888888888888886,0.7727873183619551,0
1,4,1,2,1,3,1,1,2,10,3,0,0,0,0,1,0,0.018867924528301883,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.2093023255813954,0.0,0.12417437252311753,0
1,14,1,5,1,1,1,1,2,10,3,0,0,0,1,1,0,0.037735849056603765,0,6,12,12,12,0.6975717439293598,0,6,12,12,12,0.7,0,0.37209302325581406,0.4888888888888888,0.7661822985468957,2
1,9,1,15,1,1,1,23,27,10,9,0,0,0,1,1,1,0.07547169811320753,0,0,6,8,5,0.7328918322295807,0,0,6,6,4,0.7538461538461538,0,0.7325581395348838,0.11111111111111112,0.6406869220607662,2
1,4,1,17,0,15,1,1,3,5,3,0,0,0,1,1,0,0.18867924528301888,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,0.15116279069767458,0.4888888888888888,1.0,0
1,1,3,9,1,1,1,1,1,6,4,1,0,0,1,1,0,0.037735849056603765,0,0,5,6,0,0.0,0,0,5,6,0,0.0,0,0.0,0.7555555555555555,0.5785997357992074,1
1,8,3,12,1,1,1,3,1,3,8,1,0,0,1,1,0,0.018867924528301883,0,0,8,8,7,0.6969157994323558,0,0,8,8,7,0.7083076923076924,0,0.37209302325581406,0.4888888888888888,0.7661822985468957,1
1,4,1,14,1,3,1,16,27,4,4,1,0,0,1,1,0,0.18867924528301888,0,7,12,12,9,0.6534216335540839,0,6,11,11,6,0.7089743589743589,0,0.2093023255813954,0.0,0.12417437252311753,0
1,1,3,15,1,1,1,13,28,9,4,1,0,1,1,1,0,0.018867924528301883,0,0,6,6,6,0.6887417218543046,0,0,6,7,5,0.6353846153846153,0,0.5930232558139535,1.0,0.3117569352708058,0
1,1,1,8,1,1,1,2,3,10,2,0,0,0,1,1,0,0.037735849056603765,0,0,5,14,2,0.609271523178808,2,0,5,8,5,0.6138461538461538,3,0.2093023255813954,0.0,0.12417437252311753,1
1,15,1,4,1,14,1,13,28,10,11,0,0,0,1,1,0,0.037735849056603765,0,0,6,15,3,0.7019867549668874,0,0,6,9,1,0.6461538461538461,0,0.7325581395348838,0.11111111111111112,0.6406869220607662,0
1,15,1,4,1,14,1,13,1,2,2,0,0,0,1,1,0,0.09433962264150941,0,0,6,12,3,0.7064017660044151,0,0,6,12,3,0.6865384615384615,0,0.9186046511627907,0.7999999999999999,0.0,1
1,7,2,10,1,1,1,13,28,5,6,1,0,0,1,0,0,0.018867924528301883,0,0,6,6,6,0.7152317880794702,0,0,6,6,6,0.655128205128205,0,0.37209302325581406,0.4888888888888888,0.7661822985468957,2
1,7,4,15,1,1,1,22,27,10,4,1,0,0,1,0,1,0.018867924528301883,0,0,6,7,6,0.6710816777041942,0,0,6,8,5,0.6892307692307692,0,0.37209302325581406,0.4888888888888888,0.7661822985468957,2
1,14,1,9,1,1,1,4,14,3,2,0,0,0,1,0,0,0.1132075471698113,0,7,11,18,11,0.7995183624322698,1,2,6,7,6,0.7807692307692307,0,0.2093023255813954,0.0,0.12417437252311753,0
1,9,4,2,1,1,1,1,4,10,6,1,0,1,0,1,0,0.05660377358490565,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.2093023255813954,0.0,0.12417437252311753,0
1,8,3,15,1,1,1,2,1,4,4,1,0,0,1,1,0,0.018867924528301883,0,0,6,7,6,0.6975717439293598,0,0,6,7,6,0.682051282051282,0,0.9999999999999999,0.24444444444444446,0.4147952443857331,2
1,1,4,15,1,1,1,13,14,10,8,1,0,0,1,1,0,0.018867924528301883,0,0,6,6,6,0.6799116997792495,0,0,6,8,6,0.691025641025641,0,0.5581395348837211,0.28888888888888886,0.7727873183619551,2
1,8,3,7,1,1,1,1,14,20,44,1,0,0,1,1,0,0.018867924528301883,0,0,5,7,5,0.6251655629139073,0,0,5,9,3,0.6461538461538461,0,0.15116279069767458,0.4888888888888888,1.0,1
1,8,2,15,1,1,1,13,1,10,10,1,0,0,1,1,0,0.05660377358490565,0,0,6,6,6,0.6269315673289183,0,0,6,6,6,0.655128205128205,0,0.5930232558139535,1.0,0.3117569352708058,2
1,1,3,15,1,1,1,3,1,3,5,1,0,0,1,1,0,0.05660377358490565,0,0,6,6,5,0.6781456953642384,0,0,6,11,3,0.6865384615384615,0,0.9186046511627907,0.7999999999999999,0.0,2
1,15,1,5,1,14,1,1,1,5,5,0,0,0,1,1,0,0.07547169811320753,0,2,7,7,5,0.6251655629139073,0,5,9,9,5,0.5923076923076923,0,0.5581395348837211,0.28888888888888886,0.7727873183619551,0
1,14,1,2,1,1,1,13,14,10,5,0,0,0,1,1,0,0.09433962264150941,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.7325581395348838,0.11111111111111112,0.6406869220607662,1
1,8,1,7,1,1,1,13,1,6,5,1,0,0,1,1,0,0.05660377358490565,0,0,5,7,5,0.8370860927152318,0,0,5,7,5,0.7846153846153845,0,0.40697674418604646,0.3111111111111111,0.8031704095112285,0
1,1,1,2,1,1,1,1,27,10,10,0,0,1,1,1,0,0.037735849056603765,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.9186046511627907,0.7999999999999999,0.0,1
1,15,1,7,1,14,1,23,14,10,6,1,0,0,1,1,0,0.037735849056603765,0,0,5,9,2,0.6622516556291391,0,0,5,10,3,0.6246153846153846,0,0.5581395348837211,0.28888888888888886,0.7727873183619551,1
1,8,1,14,1,1,1,1,1,5,5,1,0,0,1,1,0,0.05660377358490565,0,0,6,9,6,0.7770419426048565,0,0,6,7,6,0.7461538461538462,0,0.15116279069767458,0.4888888888888888,1.0,2
1,15,1,6,1,14,1,13,27,6,8,1,0,0,1,1,0,0.037735849056603765,0,2,6,10,4,0.6622516556291391,0,1,6,16,2,0.6461538461538461,0,0.5581395348837211,0.28888888888888886,0.7727873183619551,0
1,1,1,7,1,1,1,1,10,4,4,1,0,0,1,1,0,0.037735849056603765,0,0,5,7,3,0.6357615894039735,0,0,6,10,2,0.5653846153846154,0,0.40697674418604646,0.3111111111111111,0.8031704095112285,0
1,6,1,7,1,1,14,2,2,3,3,0,0,1,1,1,0,0.13207547169811323,1,2,8,8,7,0.6963103122043519,0,1,6,8,6,0.6371794871794871,0,0.15116279069767458,0.4888888888888888,1.0,1
1,8,1,14,1,1,1,13,1,6,5,0,0,1,1,1,0,0.018867924528301883,0,0,6,6,3,0.6710816777041942,0,0,6,11,4,0.6,0,0.37209302325581406,0.4888888888888888,0.7661822985468957,0
1,1,1,7,1,1,1,13,14,10,9,0,0,0,0,1,1,0.018867924528301883,0,0,5,6,5,0.7947019867549668,0,0,5,6,5,0.7646153846153845,0,0.15116279069767458,0.4888888888888888,1.0,1
1,1,1,10,1,1,1,13,28,10,8,1,0,1,1,0,0,0.018867924528301883,0,0,6,7,5,0.7205298013245033,0,0,6,7,5,0.6353846153846153,0,0.15116279069767458,0.4888888888888888,1.0,0
1,8,5,15,1,1,1,1,1,8,8,1,0,0,1,0,0,0.018867924528301883,0,0,6,6,6,0.6622516556291391,0,0,6,6,6,0.7448717948717949,0,0.15116279069767458,0.4888888888888888,1.0,2
1,8,1,10,1,1,1,13,27,10,10,1,0,0,1,0,1,0.07547169811320753,0,0,6,7,6,0.7064017660044151,0,0,6,7,6,0.7269230769230769,0,0.5581395348837211,0.28888888888888886,0.7727873183619551,2
1,6,1,6,1,1,14,22,27,10,10,0,0,0,1,0,0,0.018867924528301883,1,0,6,13,4,0.6490066225165563,0,0,6,15,5,0.5923076923076923,0,0.40697674418604646,0.3111111111111111,0.8031704095112285,0
1,1,1,12,1,1,1,1,14,4,4,1,0,0,1,0,1,0.018867924528301883,0,0,7,7,7,0.8000756859035005,0,0,8,8,8,0.8665865384615384,0,0.40697674418604646,0.3111111111111111,0.8031704095112285,2
1,1,2,10,1,1,1,13,27,10,10,1,0,0,1,0,1,0.018867924528301883,0,0,6,6,6,0.6975717439293598,0,0,6,6,6,0.8615384615384615,0,0.37209302325581406,0.4888888888888888,0.7661822985468957,2
1,9,6,3,0,1,1,3,14,3,5,1,0,0,1,0,0,0.1132075471698113,0,0,6,8,4,0.5827814569536424,0,0,6,6,0,0.0,0,0.7325581395348838,0.11111111111111112,0.6406869220607662,0
1,1,2,9,1,1,1,3,14,3,5,1,0,0,1,0,0,0.07547169811320753,0,0,5,9,3,0.6181015452538631,0,0,5,9,4,0.6326923076923077,0,0.15116279069767458,0.4888888888888888,1.0,2
1,1,1,10,1,1,1,13,28,8,6,0,0,0,1,0,0,0.05660377358490565,0,0,6,13,1,0.5298013245033113,0,0,6,13,1,0.7,0,0.2093023255813954,0.0,0.12417437252311753,1
1,8,1,3,0,1,1,19,24,1,1,1,0,0,1,0,0,0.169811320754717,0,4,7,15,7,0.6130558183538316,0,2,6,14,2,0.5923076923076923,0,0.0,0.7555555555555555,0.5785997357992074,0
1,1,6,15,1,1,1,1,14,5,5,1,0,0,1,0,1,0.018867924528301883,0,0,6,6,6,0.6445916114790287,0,0,6,10,5,0.603076923076923,0,0.0,0.7555555555555555,0.5785997357992074,1
1,1,1,2,1,1,1,3,27,10,10,1,0,0,1,0,0,0.018867924528301883,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.9999999999999999,0.24444444444444446,0.4147952443857331,0
1,1,1,14,1,1,1,13,14,10,9,0,0,0,0,0,1,0.037735849056603765,0,0,6,6,6,0.7328918322295807,0,0,6,7,6,0.7692307692307692,0,0.15116279069767458,0.4888888888888888,1.0,2
1,1,3,12,1,1,1,13,1,10,4,1,0,0,1,0,1,0.05660377358490565,0,0,7,10,6,0.6546830652790918,0,0,8,9,7,0.7,0,0.7325581395348838,0.11111111111111112,0.6406869220607662,2
1,1,3,15,1,1,1,23,14,8,8,1,0,1,0,0,0,0.037735849056603765,0,0,6,7,6,0.6445916114790287,0,0,6,10,2,0.5564102564102564,0,0.9999999999999999,0.24444444444444446,0.4147952443857331,0
1,15,1,10,1,14,1,22,14,29,15,1,0,1,1,0,0,0.07547169811320753,0,3,6,8,3,0.6357615894039735,0,2,6,6,2,0.673076923076923,0,0.5581395348837211,0.28888888888888886,0.7727873183619551,1
1,12,1,11,1,1,1,22,27,5,7,0,0,0,1,0,0,0.3018867924528302,0,5,10,14,9,0.6578366445916114,0,5,9,14,7,0.7,0,0.37209302325581406,0.4888888888888888,0.7661822985468957,2
1,1,2,6,1,1,1,3,28,5,7,0,0,0,1,0,0,0.018867924528301883,0,0,5,7,4,0.6754966887417219,0,0,5,6,4,0.6865384615384615,0,0.0,0.7555555555555555,0.5785997357992074,2
1,13,1,12,1,6,1,22,1,10,5,0,0,0,1,0,0,0.07547169811320753,0,12,21,33,18,0.7911699779249448,12,12,21,33,18,0.8041025641025641,12,0.0,0.7555555555555555,0.5785997357992074,2
1,1,1,15,1,1,1,3,14,3,4,1,0,0,1,0,0,0.037735849056603765,0,0,6,6,6,0.6887417218543046,0,0,6,7,6,0.6282051282051281,0,0.15116279069767458,0.4888888888888888,1.0,2
4,12,1,16,1,12,1,23,14,10,10,0,0,1,0,0,0,0.3018867924528302,0,0,7,7,7,0.6811731315042574,0,0,7,8,6,0.682051282051282,0,0.15116279069767458,0.4888888888888888,1.0,1
2,1,4,12,1,1,1,23,28,6,6,1,0,0,1,0,0,0.018867924528301883,0,0,7,10,7,0.7658278145695365,0,0,8,8,8,0.749,0,0.9186046511627907,0.7999999999999999,0.0,2
1,1,1,14,1,1,1,1,14,5,5,0,0,0,1,0,1,0.018867924528301883,0,0,6,8,6,0.7417218543046358,0,0,6,7,6,0.7153846153846154,0,0.40697674418604646,0.3111111111111111,0.8031704095112285,2
1,1,3,15,1,1,1,13,28,5,5,1,0,0,1,0,1,0.05660377358490565,0,0,6,6,6,0.7152317880794702,0,0,6,7,6,0.682051282051282,0,0.40697674418604646,0.3111111111111111,0.8031704095112285,2
1,1,2,11,1,1,1,22,27,7,7,1,0,0,0,0,0,0.05660377358490565,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,0.40697674418604646,0.3111111111111111,0.8031704095112285,0
1,8,2,3,0,1,1,13,1,2,2,0,0,0,1,0,1,0.05660377358490565,0,0,6,6,6,0.6181015452538631,0,0,6,12,5,0.7538461538461538,0,0.37209302325581406,0.4888888888888888,0.7661822985468957,2
1,8,1,6,1,1,1,1,27,5,10,1,0,0,1,0,1,0.037735849056603765,0,0,5,6,4,0.6357615894039735,0,0,5,8,5,0.717948717948718,1,0.37209302325581406,0.4888888888888888,0.7661822985468957,2
1,1,3,10,1,1,1,23,27,9,9,1,0,0,1,0,1,0.037735849056603765,0,0,6,7,6,0.6206244087038789,0,0,6,6,6,0.6371794871794871,0,0.7325581395348838,0.11111111111111112,0.6406869220607662,2
1,8,3,10,1,1,1,26,1,3,4,1,0,0,1,0,0,0.07547169811320753,0,0,6,8,6,0.6710816777041942,0,0,6,7,6,0.6692307692307692,0,0.40697674418604646,0.3111111111111111,0.8031704095112285,2
1,12,1,6,1,1,1,3,3,5,3,1,0,0,1,0,0,0.169811320754717,0,0,6,11,3,0.6225165562913907,0,0,6,19,4,0.6892307692307692,0,0.5581395348837211,0.28888888888888886,0.7727873183619551,1
1,8,1,10,1,1,1,22,27,9,7,0,0,0,1,0,0,0.07547169811320753,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,0.9999999999999999,0.24444444444444446,0.4147952443857331,0
1,1,4,12,1,1,1,13,28,6,6,1,0,0,1,0,0,0.018867924528301883,0,0,8,8,7,0.6531693472090823,0,0,8,8,7,0.6638461538461538,0,0.5930232558139535,1.0,0.3117569352708058,2
5,12,1,16,1,12,1,22,27,10,9,0,0,0,1,0,0,0.18867924528301888,0,0,7,14,6,0.6181015452538631,0,0,7,10,1,0.5384615384615384,0,0.5581395348837211,0.28888888888888886,0.7727873183619551,0
1,14,1,5,1,1,1,1,28,4,10,1,0,0,1,0,1,0.05660377358490565,0,5,12,12,12,0.7019867549668874,0,5,12,12,11,0.6853146853146853,0,0.9186046511627907,0.7999999999999999,0.0,2
1,14,1,14,1,14,1,13,3,8,11,0,0,0,1,0,0,0.07547169811320753,0,0,6,8,5,0.6269315673289183,0,0,6,8,4,0.7134615384615384,2,0.9999999999999999,0.24444444444444446,0.4147952443857331,1
1,8,1,13,1,1,1,23,27,10,10,1,0,0,1,0,1,0.018867924528301883,0,0,7,7,7,0.704635761589404,0,0,8,8,8,0.8144230769230769,0,0.9186046511627907,0.7999999999999999,0.0,2
1,15,1,6,1,14,1,1,14,10,10,1,0,0,1,0,0,0.05660377358490565,0,1,6,13,6,0.6651949963208241,0,1,6,11,5,0.6353846153846153,0,0.9999999999999999,0.24444444444444446,0.4147952443857331,1
1,1,1,15,1,1,1,1,14,5,11,1,0,0,1,0,0,0.018867924528301883,0,0,6,6,6,0.6799116997792495,0,0,6,7,6,0.655128205128205,0,0.40697674418604646,0.3111111111111111,0.8031704095112285,2
1,15,1,10,1,14,1,1,1,4,6,0,0,0,1,0,1,0.05660377358490565,0,3,6,6,6,0.6799116997792495,0,2,6,6,6,0.691025641025641,0,0.7325581395348838,0.11111111111111112,0.6406869220607662,2
1,1,2,6,1,1,1,1,14,5,11,1,0,0,1,0,1,0.037735849056603765,0,0,5,10,3,0.6710816777041942,1,0,5,7,3,0.7,0,0.5930232558139535,1.0,0.3117569352708058,2
1,1,5,12,1,1,1,22,3,10,3,1,0,0,1,0,0,0.05660377358490565,0,0,7,8,6,0.7031220435193946,0,0,8,8,7,0.7792307692307692,0,0.7325581395348838,0.11111111111111112,0.6406869220607662,2
1,1,1,17,0,1,1,13,27,6,9,0,0,0,1,0,1,0.05660377358490565,0,0,5,5,5,0.656953642384106,0,0,5,6,5,0.691025641025641,0,0.37209302325581406,0.4888888888888888,0.7661822985468957,2
1,15,1,6,1,14,1,23,1,6,6,0,0,0,1,0,0,0.05660377358490565,0,0,5,10,2,0.7682119205298014,1,0,5,7,4,0.6057692307692307,0,0.5930232558139535,1.0,0.3117569352708058,1
1,1,3,10,1,1,1,13,1,8,11,1,0,1,1,0,0,0.037735849056603765,0,0,6,7,0,0.0,0,0,5,5,0,0.0,0,0.7325581395348838,0.11111111111111112,0.6406869220607662,0
1,1,1,15,1,1,1,3,3,15,20,0,0,0,1,0,0,0.018867924528301883,0,0,6,7,6,0.7568590350047304,0,0,6,8,6,0.7134615384615384,0,0.15116279069767458,0.4888888888888888,1.0,2
1,1,1,6,1,1,1,23,28,10,11,1,0,0,1,0,0,0.018867924528301883,0,0,5,7,3,0.6534216335540839,0,0,5,9,5,0.6784615384615383,0,0.37209302325581406,0.4888888888888888,0.7661822985468957,2
1,8,1,12,1,1,1,23,27,10,9,1,0,0,1,0,1,0.037735849056603765,0,0,7,10,6,0.6666666666666667,0,0,8,8,7,0.6823076923076923,0,0.7325581395348838,0.11111111111111112,0.6406869220607662,2
1,1,6,12,1,1,1,10,27,6,10,1,0,0,1,0,0,0.037735849056603765,0,0,7,8,6,0.727505518763797,0,0,8,10,7,0.7415384615384615,0,0.5581395348837211,0.28888888888888886,0.7727873183619551,0
1,12,1,4,1,12,1,22,27,10,5,0,0,0,1,1,0,0.490566037735849,0,0,6,8,6,0.6821192052980133,0,0,6,14,5,0.6538461538461537,0,0.9999999999999999,0.24444444444444446,0.4147952443857331,1
2,13,1,5,1,1,1,22,17,1,5,0,0,0,1,1,0,0.5660377358490565,0,8,10,14,8,0.7748344370860927,0,5,7,7,5,0.7215384615384615,0,0.2093023255813954,0.0,0.12417437252311753,0
1,13,1,9,1,1,1,19,24,13,13,1,0,0,0,1,0,0.1132075471698113,0,0,3,3,0,0.0,0,0,2,2,0,0.0,0,0.0,0.7555555555555555,0.5785997357992074,0
1,1,1,10,1,1,14,13,14,10,10,1,0,1,1,0,1,0.037735849056603765,1,0,6,8,6,0.6710816777041942,0,0,6,7,6,0.682051282051282,0,0.15116279069767458,0.4888888888888888,1.0,2
1,13,1,12,1,1,1,3,3,3,3,1,0,0,1,0,0,0.05660377358490565,0,0,8,11,6,0.6618101545253864,0,0,8,11,6,0.6726282051282051,0,0.5930232558139535,1.0,0.3117569352708058,2
1,1,1,2,1,1,1,1,3,5,5,1,0,0,1,0,1,0.037735849056603765,0,6,12,12,12,0.7240618101545253,0,4,11,12,11,0.7628205128205128,0,0.15116279069767458,0.4888888888888888,1.0,2
1,8,1,6,1,1,6,22,27,10,10,1,0,0,1,0,0,0.037735849056603765,1,0,6,13,6,0.847682119205298,0,0,6,8,6,0.7807692307692307,0,0.9186046511627907,0.7999999999999999,0.0,2
1,15,1,6,1,14,1,13,27,5,8,1,0,0,1,0,0,0.037735849056603765,0,2,6,8,6,0.7492904446546831,0,1,6,7,6,0.7,0,0.7325581395348838,0.11111111111111112,0.6406869220607662,2
1,12,1,3,0,12,1,13,14,22,27,0,0,1,1,0,1,0.4150943396226415,0,0,6,9,6,0.6269315673289183,0,0,6,9,4,0.7403846153846153,0,0.40697674418604646,0.3111111111111111,0.8031704095112285,2
1,1,1,5,1,1,1,1,1,4,6,1,0,0,1,0,1,0.05660377358490565,0,0,6,6,6,0.6710816777041942,0,0,6,8,6,0.7,0,0.37209302325581406,0.4888888888888888,0.7661822985468957,2
1,8,1,5,1,1,1,23,14,10,4,1,0,0,1,0,0,0.07547169811320753,0,0,6,6,6,0.6622516556291391,0,0,6,6,6,0.682051282051282,0,0.0,0.7555555555555555,0.5785997357992074,2
1,14,5,10,1,1,10,22,14,10,8,1,0,1,0,0,0,0.09433962264150941,1,5,11,16,9,0.5768947755702722,0,2,10,20,4,0.6057692307692307,1,0.2093023255813954,0.0,0.12417437252311753,2
1,1,2,15,1,1,1,13,28,6,1,1,0,0,1,0,0,0.037735849056603765,0,0,6,11,1,0.6887417218543046,0,0,5,10,0,0.0,0,0.0,0.7555555555555555,0.5785997357992074,0
1,8,1,14,1,1,1,1,14,20,18,1,0,0,1,0,0,0.09433962264150941,0,0,6,6,6,0.8035320088300221,0,0,6,6,6,0.8615384615384615,0,0.7325581395348838,0.11111111111111112,0.6406869220607662,2
1,3,2,16,1,1,1,13,14,4,4,1,0,0,1,0,1,0.037735849056603765,0,0,6,8,6,0.6710816777041942,0,0,6,7,6,0.6461538461538461,0,0.5930232558139535,1.0,0.3117569352708058,2
1,1,1,2,1,1,1,22,28,10,10,1,0,1,1,1,0,0.018867924528301883,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.7555555555555555,0.5785997357992074,0
5,12,1,9,1,1,1,13,14,10,10,0,0,0,1,1,0,0.169811320754717,0,0,5,9,5,0.6357615894039735,0,0,5,5,5,0.5492307692307692,0,0.40697674418604646,0.3111111111111111,0.8031704095112285,1
1,12,1,17,0,1,1,22,27,10,10,0,0,0,0,1,0,0.3584905660377358,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,0.5930232558139535,1.0,0.3117569352708058,0
1,9,1,2,1,1,1,13,2,6,6,1,0,1,1,1,1,0.05660377358490565,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.5581395348837211,0.28888888888888886,0.7727873183619551,2
2,12,1,9,1,1,1,22,27,10,8,0,0,0,1,1,0,0.24528301886792453,0,0,5,8,2,0.5827814569536424,0,0,5,6,4,0.6192307692307691,0,0.9186046511627907,0.7999999999999999,0.0,0
1,14,1,4,1,1,1,1,1,5,11,0,0,0,1,1,0,0.13207547169811323,0,0,6,7,6,0.8325449385052034,0,0,6,10,6,0.8561538461538462,0,0.9186046511627907,0.7999999999999999,0.0,0
1,1,1,9,1,1,1,19,24,1,1,0,0,0,1,1,0,0.169811320754717,0,11,15,15,11,0.5731487055990367,0,12,14,15,11,0.6265734265734265,1,0.0,0.7555555555555555,0.5785997357992074,0
1,1,1,9,1,1,1,13,28,10,8,0,0,0,0,1,0,0.037735849056603765,0,0,5,16,1,0.6357615894039735,0,0,5,6,0,0.0,0,0.7325581395348838,0.11111111111111112,0.6406869220607662,0
5,12,1,10,1,1,1,13,28,10,11,0,0,0,1,1,0,0.32075471698113206,0,0,6,8,5,0.6675496688741722,0,0,6,11,4,0.6057692307692307,0,0.5581395348837211,0.28888888888888886,0.7727873183619551,2
1,14,1,8,1,1,1,1,1,2,2,1,0,0,1,1,0,0.3018867924528302,0,0,5,12,1,0.6887417218543046,2,0,5,7,3,0.7538461538461538,0,0.2093023255813954,0.0,0.12417437252311753,1
1,8,6,9,1,1,1,13,1,10,5,1,0,0,1,1,0,0.037735849056603765,0,0,5,8,5,0.614569536423841,1,0,5,10,4,0.5788461538461538,0,0.2093023255813954,0.0,0.12417437252311753,2
1,8,5,7,1,1,1,13,1,5,6,1,0,1,0,1,0,0.169811320754717,0,0,5,11,1,0.5298013245033113,0,0,5,14,1,0.5923076923076923,0,0.15116279069767458,0.4888888888888888,1.0,0
1,12,1,14,1,1,1,23,27,8,8,0,0,0,1,1,0,0.22641509433962265,0,0,6,7,1,0.7417218543046358,0,0,6,6,0,0.0,0,0.9999999999999999,0.24444444444444446,0.4147952443857331,0
1,8,5,7,1,1,1,13,27,10,8,1,0,0,1,1,1,0.037735849056603765,0,0,5,9,5,0.6675496688741722,0,0,5,8,2,0.673076923076923,0,0.15116279069767458,0.4888888888888888,1.0,0
1,8,1,2,1,1,1,1,1,10,10,1,0,0,1,1,0,0.018867924528301883,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.5930232558139535,1.0,0.3117569352708058,0
1,12,1,17,0,12,1,13,27,10,10,0,0,0,0,1,0,0.22641509433962265,0,0,5,11,2,0.6004415011037528,0,0,5,9,1,0.6461538461538461,0,0.40697674418604646,0.3111111111111111,0.8031704095112285,0
